title,skills_desc,formatted_experience_level,work_type,location,normalized_salary,remote_allowed,views,applies
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Internship,"New York, NY",130037,1,2034,400
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Mid-Senior Level,Internship,"Boston, MA",87130,0,4467,44
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Contract,"Chicago, IL",106828,1,2271,459
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Full-time,"Seattle, WA",141612,1,3394,287
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Internship,"Atlanta, GA",136988,0,4881,251
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Part-time,"Seattle, WA",124099,1,4847,415
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Executive,Full-time,"San Francisco, CA",136165,0,4492,387
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Part-time,"Chicago, IL",117883,1,2934,268
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Executive,Temporary,"Atlanta, GA",153059,1,4816,55
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Director,Internship,"Denver, CO",88542,0,1754,443
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Mid-Senior Level,Full-time,"Boston, MA",102932,1,3028,246
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Associate,Part-time,"Seattle, WA",70450,1,3703,17
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Internship,"Boston, MA",130423,1,1772,269
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Associate,Contract,"Chicago, IL",62035,0,4450,280
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Part-time,"New York, NY",114231,1,1387,53
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Part-time,"Chicago, IL",155745,1,2826,247
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Director,Temporary,"Los Angeles, CA",87241,0,4224,176
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Mid-Senior Level,Contract,"Atlanta, GA",108154,0,1158,385
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Temporary,"New York, NY",115625,1,4944,85
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Contract,"Seattle, WA",124950,1,701,166
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Mid-Senior Level,Part-time,"Denver, CO",148066,0,3374,210
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Temporary,"Boston, MA",108691,1,3078,243
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Internship,"Chicago, IL",93331,1,230,241
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Contract,Remote,110690,0,210,455
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Part-time,"San Francisco, CA",99183,0,2671,221
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Executive,Full-time,"Seattle, WA",114346,1,3459,427
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Director,Contract,"San Francisco, CA",79875,1,2834,163
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Entry Level,Contract,"New York, NY",122254,1,930,377
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Director,Internship,"Los Angeles, CA",143621,0,765,222
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Contract,"Seattle, WA",110905,1,1166,96
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Mid-Senior Level,Contract,"Los Angeles, CA",146121,1,3888,27
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Internship,"Los Angeles, CA",85882,0,1417,200
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Internship,"Denver, CO",79041,0,384,317
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Temporary,"New York, NY",114098,1,4759,63
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Associate,Part-time,"Chicago, IL",132431,0,4214,225
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Part-time,Remote,133709,0,3678,51
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Mid-Senior Level,Temporary,"Atlanta, GA",139675,0,4742,358
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Associate,Part-time,"Los Angeles, CA",99837,0,147,239
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Contract,"New York, NY",141448,1,1868,239
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Temporary,"Denver, CO",109489,0,4414,191
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Temporary,"Seattle, WA",102627,1,4961,445
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Associate,Part-time,"Austin, TX",115696,1,3359,150
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Full-time,"Austin, TX",108994,1,2178,297
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Part-time,Remote,113543,0,2406,348
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Full-time,"Denver, CO",112615,1,3515,346
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Entry Level,Temporary,"New York, NY",111466,1,4503,331
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Entry Level,Full-time,"Denver, CO",100771,1,3242,91
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Contract,"Atlanta, GA",108350,1,667,451
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Internship,"Atlanta, GA",70375,1,4426,176
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Full-time,"Chicago, IL",113030,1,4165,420
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Internship,"Austin, TX",80746,1,181,343
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Mid-Senior Level,Contract,"Austin, TX",102886,1,3105,63
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Internship,"Atlanta, GA",104348,0,316,472
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Contract,"Denver, CO",132904,0,434,465
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Internship,Remote,112651,1,658,82
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Internship,Remote,77833,0,3011,222
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Associate,Part-time,"Los Angeles, CA",111893,1,973,180
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Entry Level,Full-time,"Seattle, WA",130573,0,852,492
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Internship,Internship,"Austin, TX",141371,1,3861,445
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Associate,Temporary,"Atlanta, GA",115874,1,693,279
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Part-time,"Denver, CO",111826,0,2851,228
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Entry Level,Full-time,"New York, NY",109420,1,1778,145
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Part-time,"Seattle, WA",106924,1,3997,44
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Executive,Full-time,Remote,143367,1,4748,155
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Contract,"San Francisco, CA",121199,1,1582,192
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Internship,"San Francisco, CA",110868,0,882,87
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Temporary,"Denver, CO",68792,1,2234,317
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Mid-Senior Level,Part-time,"Boston, MA",110597,0,3686,262
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Entry Level,Part-time,"Boston, MA",96405,0,3894,337
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Mid-Senior Level,Part-time,"Austin, TX",122696,1,4708,442
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Associate,Part-time,"New York, NY",143123,1,1083,401
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Internship,Internship,"Los Angeles, CA",115989,1,4782,430
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Full-time,"Denver, CO",98931,1,842,245
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Internship,"San Francisco, CA",89290,0,4644,331
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Executive,Contract,"San Francisco, CA",153367,1,4783,346
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Internship,"New York, NY",124342,1,4455,86
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Internship,"Austin, TX",84941,0,3708,383
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Entry Level,Contract,"Boston, MA",103945,1,3371,471
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Internship,"Chicago, IL",110762,1,2610,434
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Full-time,"Austin, TX",135133,0,4110,498
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Temporary,"Austin, TX",107080,1,193,82
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Associate,Contract,Remote,140150,0,1475,36
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Internship,Part-time,"Los Angeles, CA",117052,0,1231,413
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Full-time,"Los Angeles, CA",131750,1,2616,47
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Internship,Temporary,"San Francisco, CA",84953,1,190,263
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Full-time,"Los Angeles, CA",100475,1,1579,405
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Full-time,"San Francisco, CA",97130,1,1054,435
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Part-time,"Austin, TX",116086,1,2531,95
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Associate,Temporary,"New York, NY",94633,1,122,366
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Internship,Full-time,"Chicago, IL",112304,0,1825,443
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Part-time,"New York, NY",132037,1,4218,368
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Entry Level,Contract,"Austin, TX",127284,0,3405,40
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Part-time,"Atlanta, GA",146546,1,1821,214
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Internship,"Denver, CO",67008,1,1540,202
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Entry Level,Part-time,"Boston, MA",108291,0,4770,239
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Part-time,"Denver, CO",137405,1,2250,190
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Part-time,"Chicago, IL",96386,1,2647,254
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Full-time,"Los Angeles, CA",85373,0,3654,49
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Temporary,"Denver, CO",125827,0,288,338
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Entry Level,Part-time,"Los Angeles, CA",133040,1,559,432
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Executive,Part-time,"Austin, TX",103007,0,2336,403
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Executive,Internship,"Chicago, IL",128157,1,4546,166
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Internship,Remote,117157,1,680,177
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Entry Level,Contract,"Boston, MA",130315,1,2261,167
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Contract,"Boston, MA",95932,0,4815,139
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Entry Level,Internship,"Atlanta, GA",121164,1,1631,91
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Executive,Temporary,Remote,124414,0,1468,165
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Contract,"San Francisco, CA",104327,1,2534,184
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Temporary,"Boston, MA",118344,0,3091,297
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Mid-Senior Level,Internship,"Seattle, WA",90946,1,3002,97
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Entry Level,Contract,"San Francisco, CA",124693,1,2630,111
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Executive,Part-time,"Boston, MA",102241,1,572,257
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Internship,"Austin, TX",124658,0,958,215
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Associate,Contract,"Chicago, IL",140254,0,3089,98
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Mid-Senior Level,Temporary,"Chicago, IL",95540,1,2540,354
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Temporary,"Seattle, WA",106719,0,3806,297
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Contract,"Austin, TX",116203,1,1812,420
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Entry Level,Temporary,"Seattle, WA",120081,0,615,319
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Contract,"Los Angeles, CA",96350,1,2493,105
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Contract,"New York, NY",111358,1,1475,449
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Temporary,"Boston, MA",117021,0,3769,168
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Full-time,"Austin, TX",102832,1,2490,123
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Part-time,"New York, NY",108369,0,3362,33
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Mid-Senior Level,Internship,"New York, NY",121728,0,4738,172
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Part-time,"Chicago, IL",102576,0,2966,295
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Internship,"Chicago, IL",109001,1,1159,362
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Internship,Remote,117848,1,856,64
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Executive,Part-time,"Los Angeles, CA",115390,1,3595,73
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Director,Contract,"Austin, TX",96999,0,287,42
